scene_id,patch_id,bare_percentage,s2_b1_mean,s2_b1_std,s2_b2_mean,s2_b2_std,s2_b3_mean,s2_b3_std,s2_b4_mean,s2_b4_std,s2_b5_mean,s2_b5_std,s2_b6_mean,s2_b6_std,s2_b7_mean,s2_b7_std,s2_b8_mean,s2_b8_std,s2_b9_mean,s2_b9_std,s2_b10_mean,s2_b10_std,s2_b11_mean,s2_b11_std,s2_b12_mean,s2_b12_std,s2_b13_mean,s2_b13_std,s1_vv_mean,s1_vv_std,s1_vh_mean,s1_vh_std
21,142,3.338623046875,1311.8470916748047,113.23320712829224,990.6262969970703,131.25857781213327,778.9554138183594,139.83835249050225,640.54443359375,169.4362061042026,786.5882110595703,296.64266098698914,990.0319519042969,549.5371101919317,1084.662353515625,648.3034196439949,1056.8734436035156,676.5158170593836,1193.4720916748047,784.9868997144619,405.254638671875,245.195805264194,16.122314453125,2.0771978934659145,1009.2737579345703,793.2268069508591,589.697509765625,453.9330854708735,-13.486055,4.483584,-19.901072,4.393719
21,143,3.28826904296875,1295.921127319336,49.53126591259258,986.86181640625,71.69860153743114,799.8495330810547,92.2809313058767,691.5277404785156,127.60596694434705,895.7715759277344,220.67994072405074,1215.4201354980469,416.24833870384646,1362.5965270996094,485.8918793485789,1355.3884582519531,504.9891316765311,1548.4067077636719,585.2932027653293,520.9569396972656,185.96570519087237,16.323486328125,1.860687930318201,1482.0089263916016,628.1337785526428,885.5646820068359,373.90851852807396,-11.273761,3.6125119,-17.46932,3.523014
21,149,5.7281494140625,1189.131591796875,58.11044465988621,890.9614562988281,99.55407860368753,690.3507232666016,148.41004524193343,542.4126586914062,193.74637991429478,687.8848114013672,281.05434539593466,900.5815277099609,501.80701327354683,986.1188812255859,580.4065699577666,971.3099975585938,605.6906692107327,1073.1590576171875,687.166459463223,363.6585998535156,213.6749680389535,13.26641845703125,1.8109685649544247,914.1539611816406,682.0255149088107,533.682861328125,401.6689419700339,-10.579926,3.1122243,-18.091505,4.296461
21,150,6.39801025390625,1204.0026397705078,70.84532710108644,913.4785461425781,118.21173933801961,714.7794342041016,174.19643130239055,595.1659698486328,238.81056698580696,742.0744171142578,328.8081994602378,944.1508483886719,532.563594071964,1038.8095092773438,615.2789413659322,1029.5366821289062,641.8564908762763,1145.0452880859375,728.220585987831,392.09889221191406,228.20950423029805,13.802017211914062,2.5097897108662623,1085.6392211914062,784.1362374885216,652.6401519775391,479.2086871087985,-10.481506,2.7103732,-18.228554,3.8514688
21,173,5.120849609375,1502.887435913086,317.6650375626853,1176.0659637451172,341.3893449010855,918.6526184082031,314.6170477609266,740.9627380371094,328.5649448107177,754.7208557128906,344.3342541377602,771.5435485839844,475.26610863709624,770.9820709228516,530.3619425152626,702.3988342285156,538.4502627111254,749.9731597900391,616.0008335577052,235.97824096679688,188.9203173465724,15.007919311523438,2.5032232940152,363.9554443359375,583.7068922167911,215.89688110351562,321.0696192347478,-16.299675,3.7340636,-23.027073,3.5555105
21,174,6.634521484375,1320.746353149414,120.0745221882198,1008.1966400146484,136.37625890163727,809.8250579833984,138.97789974517843,669.0727081298828,179.08497003233396,813.4458465576172,301.8592002461002,1018.0682067871094,555.395122954147,1115.2945861816406,652.2953929344758,1091.8524017333984,679.3314203685717,1228.5523376464844,788.8862765632839,410.0491027832031,250.48860413561195,14.825057983398438,1.9988449185969421,1036.2862701416016,800.5355769707035,607.1461791992188,464.5830648632866,-12.815134,3.9672964,-19.521778,4.028884
21,175,1.56402587890625,1301.4664459228516,40.09427142895639,1010.3111419677734,60.92991495563641,840.2516937255859,72.71224628469108,743.1026611328125,107.61766825096073,962.6974029541016,162.25758653007844,1294.276123046875,325.32022580464684,1452.7982177734375,370.50056689409416,1447.1683197021484,387.58767795611664,1642.7912139892578,449.9763616529909,542.3368072509766,139.55679065817708,15.522232055664062,1.8056156632021527,1566.108154296875,501.65250025186447,942.3546142578125,305.2375706888119,-10.401572,2.319261,-16.912624,2.6786146
21,180,5.8135986328125,1191.6981506347656,57.522450824654285,898.9629211425781,102.9328732235281,705.4907989501953,155.11572653259006,558.0774993896484,208.45294014700193,720.2017211914062,270.5493229444848,955.3077392578125,464.0495585499955,1051.4161834716797,534.0207891467361,1037.2157440185547,556.8717319666855,1146.7703857421875,628.8553609162236,385.93235778808594,192.91269069401727,13.090560913085938,1.7189698056396245,938.9078369140625,596.6923814542595,547.2649383544922,362.7183404458322,-10.140112,3.01563,-17.58472,4.096434
21,181,6.59637451171875,1211.824722290039,71.74315922627315,926.4767456054688,121.45986844360817,738.98095703125,181.33654807602096,617.7100830078125,253.69742517114688,786.0223236083984,313.12309000410994,1037.1076965332031,490.6737602020034,1147.7544555664062,564.4907345642255,1138.7542419433594,586.8020497029597,1268.194351196289,664.9793090073632,430.7880859375,207.43256140585777,13.374404907226562,1.788756399472999,1194.9104461669922,725.2684774629155,714.8251647949219,454.71022878547967,-10.087278,2.7251062,-17.530437,3.8742998
21,204,1.7822265625,1895.8793182373047,414.37607106025445,1594.5949401855469,445.54025068368526,1314.9022369384766,418.1161115561069,1138.8934478759766,448.0257155828499,1097.1952209472656,421.374945507302,1061.8875579833984,447.35033488236724,1013.7494812011719,450.6043323107493,894.2851409912109,425.4172902313607,926.2233734130859,464.44763507709666,251.20652770996094,129.29420725435673,18.632553100585938,8.576172107378023,188.2025604248047,350.66541295399963,120.52153015136719,186.22654101705587,-16.10806,2.6368732,-23.766733,2.6582153
21,205,6.52313232421875,1476.5497741699219,310.0262637828906,1173.112533569336,325.3655664276516,963.3446502685547,292.8464114459714,786.9210205078125,301.5139444192126,880.3954010009766,340.3442947928086,1006.1361236572266,561.7588333588554,1053.4035034179688,649.5096136678836,997.4157562255859,672.305072097791,1091.0874633789062,775.9449085132701,343.63848876953125,244.68947279409332,14.419448852539062,2.1172911734179007,704.3397064208984,769.0711065201275,402.0240173339844,425.2341481854802,-13.776417,3.4776797,-21.158194,3.7595618
21,206,4.74090576171875,1311.903305053711,98.718635947398,1034.7022247314453,116.9122068478771,867.8758697509766,118.49862265774998,758.3475036621094,142.629377557792,967.5213775634766,236.7664070623504,1248.2084655761719,472.0531936662456,1388.2242279052734,545.5386870846115,1379.5389404296875,571.9047379112728,1546.8034057617188,657.6117925264093,503.5939483642578,202.51237655531045,14.392425537109375,1.6410230173667717,1337.1036376953125,659.027833296902,781.3489074707031,382.00525769278926,-11.578704,3.0237498,-18.378529,3.1618624
21,236,3.33099365234375,1772.0865325927734,454.2717268249322,1481.4241333007812,473.06608550212155,1254.2990264892578,418.2422819726819,1062.0699157714844,435.94757030199696,1089.178451538086,397.9843867706099,1131.5196533203125,519.3973394544868,1125.2508087158203,571.2453085602904,1025.5240173339844,579.8960251078317,1088.2747802734375,659.0994909289665,315.7579803466797,205.40682698992848,20.512313842773438,12.013985471292713,443.1746368408203,652.598618675046,256.27001953125,351.03365031457236,-14.437655,3.0774019,-22.35474,3.398651
21,237,3.34320068359375,1407.878677368164,248.38285348667932,1131.9796905517578,263.03484760426915,953.5290069580078,242.34849118841538,790.0255432128906,241.3253328573207,947.2760772705078,303.7543415511934,1171.8086242675781,553.0542917729889,1263.1409606933594,649.4493972037208,1233.8927917480469,686.5450583450314,1359.6681365966797,783.5881260635089,433.963134765625,247.22672769110338,14.715667724609375,2.8386204390539675,1016.3693695068359,791.2677756066565,580.4301452636719,445.9556763559854,-12.869071,3.722052,-19.825117,3.8264775
21,245,3.2684326171875,1205.8408813476562,45.22665978682514,921.1843719482422,73.36524841222335,720.5552215576172,109.56024492470974,593.4087982177734,134.93929405907198,782.5259857177734,218.8022318970739,1105.2714080810547,388.77879005052046,1237.7185821533203,453.1998804442517,1241.9799346923828,474.47731603160986,1395.3985900878906,540.4087416323684,474.6730194091797,171.396915879558,12.177261352539062,1.9159260493983608,1358.215560913086,602.0536071604778,795.4177398681641,352.83004651772825,-9.8370075,2.3867671,-16.633999,3.4379141
21,246,2.51007080078125,1214.022933959961,42.573349167767255,931.5938720703125,68.85305935126307,729.4793090820312,99.74527080621053,618.2648773193359,124.89000134450674,795.8622894287109,192.84637172103976,1090.3860778808594,344.0325491711248,1218.9948120117188,401.02459470588866,1225.9989318847656,421.01184271830664,1380.1437072753906,480.30903513747637,474.1295471191406,152.97921283330183,12.506378173828125,1.776108490402506,1489.4700164794922,591.2523673216367,912.8862457275391,384.69044421285184,-9.968004,2.1649497,-16.811497,3.0709062
21,276,3.2684326171875,1185.2659606933594,43.30590705049634,896.9794616699219,74.68771230555106,688.2647857666016,111.52400983411263,548.2303924560547,139.03370116916145,714.7236328125,222.78252869312763,990.2053680419922,387.3902692603985,1101.4288024902344,450.6203858843572,1098.7371978759766,473.08632426663405,1225.9513244628906,536.2824466266738,414.07957458496094,166.59877415688226,11.191360473632812,1.6539597054393325,1067.9812316894531,549.0219101960226,617.4461669921875,318.27942933321225,-9.75202,2.5976582,-16.880604,3.6625123
21,277,2.51007080078125,1200.4208526611328,49.78354475599531,917.3941192626953,83.2675338740892,705.4692993164062,118.73333342066528,597.8901214599609,154.65902011364258,749.8438873291016,235.121988128119,978.9820861816406,387.2275203037728,1087.8719787597656,449.0774939239759,1091.2030181884766,472.45814071753523,1224.2062377929688,536.0055064657249,419.89076232910156,167.95786033775184,11.619598388671875,1.8480178847565887,1279.2743530273438,668.6943857516948,801.9925537109375,454.16261465204303,-10.153374,2.3818297,-17.711563,3.3130362
21,311,3.216552734375,1262.8353271484375,66.0947700555919,969.0225524902344,128.20116761504082,773.9610900878906,178.10584501497758,667.4717712402344,218.71423786135608,870.2425231933594,340.71788865108937,1153.229263305664,530.656315076158,1281.4318389892578,607.4828770303591,1263.0093078613281,619.959054570958,1437.401870727539,707.5087813185519,479.3985290527344,213.66964911211358,17.1873779296875,1.6713866429686912,1335.1381530761719,691.3933136718164,776.9484100341797,394.29584655227205,-10.270777,2.189053,-17.640697,3.3206856
21,312,6.0394287109375,1276.1668548583984,67.887959847056,987.0739898681641,128.63073327535477,795.0647125244141,176.8749334243998,693.42822265625,217.19944339489,906.2324676513672,333.23747353171115,1202.468276977539,511.26745563802274,1338.710693359375,585.312795142167,1320.7420196533203,598.4146132888791,1506.34423828125,682.2353175654989,502.94886779785156,205.8838841722214,17.193679809570312,1.5284603803483081,1429.6758728027344,681.9659623955732,832.576416015625,390.269340340065,-10.349178,2.1684616,-17.622906,3.1852152
21,313,2.8228759765625,1299.1608581542969,51.99728712683654,1010.5685882568359,97.82777091128744,825.1711730957031,132.42749917653137,737.1503601074219,165.7490720582652,962.7238464355469,246.66449441573658,1285.3447570800781,373.6156188166615,1437.868392944336,427.15896463167314,1426.7257690429688,438.9243114720245,1635.6056060791016,498.9993796962074,549.9431457519531,150.7523569791928,17.457504272460938,1.6248481064395837,1653.871337890625,527.8586005414178,977.8200531005859,306.43031100964197,-10.251545,2.1453881,-17.04476,2.8735943
21,334,1.36566162109375,1555.7320861816406,422.0246442852019,1305.2734069824219,453.63762333929566,1101.8258972167969,426.7641642384729,927.4393310546875,418.87640525935547,1030.9539184570312,382.998967198381,1176.539306640625,515.1002787429286,1215.8958435058594,585.1229094023574,1155.9446258544922,613.5433093321592,1250.9959259033203,695.9624708066991,385.54803466796875,228.66930785690636,13.704544067382812,2.131195324602574,740.313720703125,743.0053477232422,415.0320739746094,401.2348101076348,-13.496856,4.0397425,-21.589119,5.0637727
21,335,1.79901123046875,1330.8556823730469,242.6197371164147,1061.7728881835938,259.43720885633996,871.6036834716797,235.89958800945095,703.3922119140625,226.6526859357391,867.650634765625,213.1993003380549,1119.2759857177734,354.1622671707465,1211.350326538086,424.642838562003,1189.4254302978516,457.7442519185327,1313.4449615478516,526.1078968776727,431.8463897705078,177.05990184406855,13.123291015625,1.681847305977093,1003.5901031494141,583.8725367923118,567.5424957275391,323.0004896425816,-11.207027,3.7375526,-18.343605,4.826262
21,365,1.4312744140625,2018.7849731445312,365.07169433972877,1778.0903930664062,409.94634146002187,1525.0545806884766,388.12150963365684,1334.6725463867188,413.2632931332968,1267.7611236572266,384.09295342639217,1207.0927276611328,398.96785603726335,1125.868179321289,383.6124846693375,984.6657562255859,356.07570587712,1009.6943664550781,373.915784894295,253.0279083251953,91.18947150674302,14.203506469726562,2.4734701779628594,129.74368286132812,233.1360149453755,85.4140625,122.27477626495389,-16.464895,2.6890683,-25.559328,2.9067116
21,366,3.2684326171875,1583.5807342529297,376.92826777731506,1324.7511749267578,413.8899220508016,1105.6727600097656,379.01012900334644,927.18994140625,386.83774809784853,988.3199005126953,331.0416882192891,1099.3652801513672,414.99884181140845,1116.2206573486328,473.2315760210498,1046.1375579833984,501.8845478889645,1123.3754577636719,571.9652108701843,340.5913543701172,196.55698060013228,13.580322265625,1.9046211005787652,589.7088012695312,659.6258353467613,335.7113342285156,357.2026321908127,-13.34441,3.6462293,-21.689112,4.9754343
21,367,1.837158203125,1265.2396240234375,139.38285688863863,995.4359130859375,191.4439290414874,803.7520904541016,198.22355135670307,651.2156066894531,217.83806599439257,835.6603851318359,276.37991578993024,1123.1822967529297,441.85775354725024,1232.5142211914062,512.6482112105978,1221.9640197753906,540.8661857175398,1358.6343536376953,609.9007745682677,455.92649841308594,193.8259559619722,13.942733764648438,1.6875184452601835,1082.5684051513672,600.6210842274336,610.5321044921875,332.93810566371667,-11.038546,3.273718,-18.078,4.249002
21,388,1.06048583984375,1407.2798767089844,250.13295166252422,1065.956314086914,292.7081029066165,777.6662139892578,295.6636799110016,593.96826171875,317.43177502098695,579.3080749511719,343.66733745012607,582.0985717773438,443.89420778683336,567.8156585693359,483.34414505670316,507.3263244628906,481.4615889937715,528.8783264160156,539.7352172435039,167.91384887695312,157.82006574100063,16.507705688476562,2.0365020315994906,194.44381713867188,432.29838767093537,117.21797180175781,234.2474347269567,-16.92234,2.9163952,-24.095045,3.0336552
21,389,3.26690673828125,1380.2356262207031,227.6379450330246,1044.5162048339844,268.32513270865303,776.6266021728516,271.55653878978404,603.2057800292969,296.22776657824136,630.7756195068359,365.70542704920706,674.2285614013672,532.5769621971347,685.1411437988281,603.1228418489239,632.7435760498047,612.9609729459046,672.9411773681641,690.3529463433058,217.67605590820312,206.15896704731145,18.396408081054688,2.3693610923229076,352.78770446777344,598.6493641335929,215.2483367919922,352.5997121332351,-16.508244,3.82084,-23.721516,3.5853333
21,390,2.2064208984375,1564.3431854248047,315.7856039218641,1253.1515502929688,359.3737659795918,986.3572845458984,344.399267413911,836.5342864990234,358.34909135250564,849.5523529052734,361.4081779221214,874.7824096679688,451.64640374606336,874.2168731689453,496.9690079201056,802.8700103759766,504.75100793486973,848.5238800048828,560.2187406934278,259.98223876953125,168.59836970752352,21.776199340820312,5.166854796167326,391.92250061035156,605.2386411699165,260.26959228515625,391.30098663376305,-16.987404,4.381365,-24.046154,3.677259
21,397,1.46942138671875,1714.5017547607422,361.6052035564592,1451.8437805175781,411.529815680597,1193.7751007080078,399.0071934065313,1020.9430541992188,415.3275829778521,1003.7873840332031,386.2631758514082,1013.0249328613281,429.5553722860392,976.400634765625,452.25019250081994,876.3208160400391,453.19451658702144,914.5790863037109,500.8248772571933,253.7779541015625,156.87107311853634,14.088516235351562,2.1334974765685804,266.6363830566406,479.1710494574846,159.3881072998047,254.3919904650838,-14.884454,2.7191336,-23.866243,3.571676
21,398,1.40380859375,1313.1019287109375,194.25448941442005,1040.5215606689453,251.61941306947796,825.8324890136719,259.4218196831484,662.9294281005859,286.68437199717505,769.2084045410156,378.98501967183677,928.5807189941406,583.2896604497785,983.9621276855469,672.3609366675819,951.6529541015625,701.1586729779508,1041.259780883789,792.168575015779,343.05950927734375,252.84940732204376,13.738983154296875,1.9291143104195358,720.9462585449219,742.6112485494732,405.9362335205078,404.2180564497736,-13.073042,3.2978666,-21.06791,4.429196
21,419,1.06048583984375,1291.690170288086,120.46902282336895,969.6837463378906,154.07124193386343,741.7459716796875,189.93632905877027,584.7801666259766,224.45708981079136,703.9202423095703,367.8097919603672,900.8133544921875,626.2317709207389,973.0690155029297,723.9501957369972,941.3510284423828,742.1245630550854,1050.1141510009766,855.8637299587929,352.0818328857422,270.2177480850602,17.98028564453125,2.6595927067265066,821.2147979736328,798.0960230721571,474.0570526123047,453.0722839365037,-13.702216,4.033083,-20.454603,4.331989
21,420,3.26690673828125,1282.3101043701172,71.47996024073417,969.9853668212891,105.28096179676326,758.1372222900391,140.49358328613891,631.7640075683594,183.74618497834356,786.4236297607422,322.03114982691704,1010.8515625,556.5792458484054,1110.291488647461,644.5329627900106,1096.1031799316406,663.6072467325182,1232.1820831298828,759.6241653355138,415.7187805175781,235.07219327755772,19.219451904296875,2.266264196983353,1162.7409057617188,788.6933558377038,728.0411071777344,513.9914921046377,-12.2877445,4.460843,-19.55468,4.1691527
21,421,2.2064208984375,1314.805160522461,109.57967199711352,1009.6822967529297,120.4619166616332,784.5898742675781,109.25664261868673,680.2691497802734,133.05005199954752,800.2720489501953,217.70691047460346,960.8187866210938,380.6824671247853,1045.4075622558594,454.4352921859402,1042.354248046875,485.3584040918916,1167.220474243164,556.846943307028,401.71205139160156,181.60156162287132,20.717636108398438,2.456717165518333,1224.5890808105469,765.4422221234831,812.3761901855469,521.307239043107,-11.714695,5.0931845,-19.551762,4.287636
